workload,batch_size,batch_index,block_distribution,zipf_alpha,n,r_size,r_prime_size,n_r,n_r_prime,deleted_count,seed,incremental_total_time,static_update_time,static_check_time,static_total_time,speedup,touched_block_entries,touched_block_count,active_block_count,mean_deleted_block_size,median_deleted_block_size,p95_deleted_block_size,p99_deleted_block_size,max_deleted_block_size,primitive_update_count,result_match,inc_is_repair,static_is_repair,code_version
swap,100,17,zipf_1.2,1.2,1100000,1100000,1000000,1100000,1000000,100000,3,0.0014546000165864825,0.00012639997294172645,2.056389500037767,2.0565159000107087,1413.8016475737058,1922,200,10000,10.0,2.0,12.0,75.01000000000022,18754,200,True,True,True,3b86002
swap,100,18,zipf_1.2,1.2,1100000,1100000,1000000,1100000,1000000,100000,3,0.0009439999703317881,0.00011259998427703977,1.9794927000184543,1.9796053000027314,2097.0395786209174,716,200,10000,10.0,2.0,12.0,75.01000000000022,18754,200,True,True,True,3b86002
swap,100,19,zipf_1.2,1.2,1100000,1100000,1000000,1100000,1000000,100000,3,0.0016519000055268407,0.00012399995466694236,1.9751334000029601,1.975257399957627,1195.7487701125456,2466,200,10000,10.0,2.0,12.0,75.01000000000022,18754,200,True,True,True,3b86002
swap,100,20,zipf_1.2,1.2,1100000,1100000,1000000,1100000,1000000,100000,3,0.0010359999723732471,0.00011329998960718513,1.9926646000239998,1.992777900013607,1923.5308428132414,770,200,10000,10.0,2.0,12.0,75.01000000000022,18754,200,True,True,True,3b86002
swap,100,21,zipf_1.2,1.2,1100000,1100000,1000000,1100000,1000000,100000,3,0.001054599997587502,0.0001248999615199864,1.945979600015562,1.946104499977082,1845.3484775545055,812,200,10000,10.0,2.0,12.0,75.01000000000022,18754,200,True,True,True,3b86002
swap,100,22,zipf_1.2,1.2,1100000,1100000,1000000,1100000,1000000,100000,3,0.0011004999978467822,0.00012799998512491584,1.9628505000146106,1.9629784999997355,1783.7151329763406,1154,200,10000,10.0,2.0,12.0,75.01000000000022,18754,200,True,True,True,3b86002
swap,100,23,zipf_1.2,1.2,1100000,1100000,1000000,1100000,1000000,100000,3,0.0013426999794319272,0.00012450001668184996,2.2194699999527074,2.2195944999693893,1653.0829924555899,2042,200,10000,10.0,2.0,12.0,75.01000000000022,18754,200,True,True,True,3b86002
swap,100,24,zipf_1.2,1.2,1100000,1100000,1000000,1100000,1000000,100000,3,0.000957300013396889,0.00011940003605559468,1.9529803999466822,1.9530997999827377,2040.2170402696925,824,200,10000,10.0,2.0,12.0,75.01000000000022,18754,200,True,True,True,3b86002
swap,100,25,zipf_1.2,1.2,1100000,1100000,1000000,1100000,1000000,100000,3,0.0009422999573871493,0.00012099999003112316,1.955228700011503,1.955349700001534,2075.0820210407455,708,200,10000,10.0,2.0,12.0,75.01000000000022,18754,200,True,True,True,3b86002
swap,100,26,zipf_1.2,1.2,1100000,1100000,1000000,1100000,1000000,100000,3,0.0017062000115402043,0.00012019998393952847,1.9790719999582507,1.9791921999421902,1160.0001093397914,3148,200,10000,10.0,2.0,12.0,75.01000000000022,18754,200,True,True,True,3b86002
swap,100,27,zipf_1.2,1.2,1100000,1100000,1000000,1100000,1000000,100000,3,0.001108700002077967,0.00012309994781389832,2.0283227000036277,2.0284457999514416,1829.5713864432694,1132,200,10000,10.0,2.0,12.0,75.01000000000022,18754,200,True,True,True,3b86002
swap,100,28,zipf_1.2,1.2,1100000,1100000,1000000,1100000,1000000,100000,3,0.0015335000352934003,0.00012119999155402184,2.0042968000052497,2.0044179999968037,1307.0870256702042,2088,200,10000,10.0,2.0,12.0,75.01000000000022,18754,200,True,True,True,3b86002
swap,100,29,zipf_1.2,1.2,1100000,1100000,1000000,1100000,1000000,100000,3,0.0018276000046171248,0.00013589998707175255,2.020193599979393,2.020329499966465,1105.4549654532948,3076,200,10000,10.0,2.0,12.0,75.01000000000022,18754,200,True,True,True,3b86002
swap,100,30,zipf_1.2,1.2,1100000,1100000,1000000,1100000,1000000,100000,3,0.001032100000884384,0.00012579996837303042,1.978550300002098,1.9786760999704711,1917.1360316587413,962,200,10000,10.0,2.0,12.0,75.01000000000022,18754,200,True,True,True,3b86002
swap,100,31,zipf_1.2,1.2,1100000,1100000,1000000,1100000,1000000,100000,3,0.0009056000271812081,0.00011679995805025101,2.0346254000323825,2.0347421999904327,2246.8442346714796,606,200,10000,10.0,2.0,12.0,75.01000000000022,18754,200,True,True,True,3b86002
swap,100,32,zipf_1.2,1.2,1100000,1100000,1000000,1100000,1000000,100000,3,0.0010882000206038356,0.000123599951621145,2.3395249000168405,2.3396484999684617,2150.016959814249,1274,200,10000,10.0,2.0,12.0,75.01000000000022,18754,200,True,True,True,3b86002
swap,100,33,zipf_1.2,1.2,1100000,1100000,1000000,1100000,1000000,100000,3,0.0010881000198423862,0.00012400001287460327,1.9391691000200808,1.9392931000329554,1782.274666545697,1126,200,10000,10.0,2.0,12.0,75.01000000000022,18754,200,True,True,True,3b86002
swap,100,34,zipf_1.2,1.2,1100000,1100000,1000000,1100000,1000000,100000,3,0.001005499972961843,0.00012089998926967382,1.9979864000342786,1.9981073000235483,1987.1778754382651,782,200,10000,10.0,2.0,12.0,75.01000000000022,18754,200,True,True,True,3b86002
swap,100,35,zipf_1.2,1.2,1100000,1100000,1000000,1100000,1000000,100000,3,0.0013236000086180866,0.00015959999291226268,2.013270099996589,2.0134296999895014,1521.1768562102354,680,200,10000,10.0,2.0,12.0,75.01000000000022,18754,200,True,True,True,3b86002
swap,100,36,zipf_1.2,1.2,1100000,1100000,1000000,1100000,1000000,100000,3,0.0010566000128164887,0.00012179999612271786,2.019380400015507,2.0195022000116296,1911.3213851175474,854,200,10000,10.0,2.0,12.0,75.01000000000022,18754,200,True,True,True,3b86002
swap,100,37,zipf_1.2,1.2,1100000,1100000,1000000,1100000,1000000,100000,3,0.0008812000160105526,0.00011769996490329504,2.035245400038548,2.035363100003451,2309.7628949419777,482,200,10000,10.0,2.0,12.0,75.01000000000022,18754,200,True,True,True,3b86002
swap,100,38,zipf_1.2,1.2,1100000,1100000,1000000,1100000,1000000,100000,3,0.0009104999480769038,0.00012690003495663404,2.125512800004799,2.1256397000397556,2334.5851963302002,560,200,10000,10.0,2.0,12.0,75.01000000000022,18754,200,True,True,True,3b86002
swap,100,39,zipf_1.2,1.2,1100000,1100000,1000000,1100000,1000000,100000,3,0.0030522000160999596,0.0001233000075444579,2.2510142999817617,2.251137599989306,737.5458974231201,5714,200,10000,10.0,2.0,12.0,75.01000000000022,18754,200,True,True,True,3b86002
swap,100,40,zipf_1.2,1.2,1100000,1100000,1000000,1100000,1000000,100000,3,0.0011855000047944486,0.0001235000090673566,1.972166899999138,1.9722904000082053,1663.6781037805029,1408,200,10000,10.0,2.0,12.0,75.01000000000022,18754,200,True,True,True,3b86002
swap,100,41,zipf_1.2,1.2,1100000,1100000,1000000,1100000,1000000,100000,3,0.0010203999700024724,0.00011800002539530396,2.153568300011102,2.1536863000364974,2110.6295211193305,908,200,10000,10.0,2.0,12.0,75.01000000000022,18754,200,True,True,True,3b86002
swap,100,42,zipf_1.2,1.2,1100000,1100000,1000000,1100000,1000000,100000,3,0.0010502999648451805,0.00013150001177564263,2.0189231000258587,2.0190546000376344,1922.3599615517965,896,200,10000,10.0,2.0,12.0,75.01000000000022,18754,200,True,True,True,3b86002
swap,100,43,zipf_1.2,1.2,1100000,1100000,1000000,1100000,1000000,100000,3,0.0009439999703317881,0.0001314000110141933,2.1258989999769256,2.1260303999879397,2252.1509182258796,522,200,10000,10.0,2.0,12.0,75.01000000000022,18754,200,True,True,True,3b86002
swap,100,44,zipf_1.2,1.2,1100000,1100000,1000000,1100000,1000000,100000,3,0.0010122000239789486,0.00012389995390549302,1.9606205000309274,1.9607443999848329,1937.1115921111773,932,200,10000,10.0,2.0,12.0,75.01000000000022,18754,200,True,True,True,3b86002
swap,100,45,zipf_1.2,1.2,1100000,1100000,1000000,1100000,1000000,100000,3,0.0010796000133268535,0.00012419995618984103,1.9441838000202551,1.944307999976445,1800.9521822669683,1098,200,10000,10.0,2.0,12.0,75.01000000000022,18754,200,True,True,True,3b86002
swap,100,46,zipf_1.2,1.2,1100000,1100000,1000000,1100000,1000000,100000,3,0.0017460999661125243,0.00012159999459981918,2.021729900036007,2.021851500030607,1157.924253633662,2240,200,10000,10.0,2.0,12.0,75.01000000000022,18754,200,True,True,True,3b86002
swap,100,47,zipf_1.2,1.2,1100000,1100000,1000000,1100000,1000000,100000,3,0.001160499989055097,0.00012670003343373537,1.953415900003165,1.9535426000365987,1683.3628767435089,1392,200,10000,10.0,2.0,12.0,75.01000000000022,18754,200,True,True,True,3b86002
swap,100,48,zipf_1.2,1.2,1100000,1100000,1000000,1100000,1000000,100000,3,0.0009433000232093036,0.00011359999189153314,2.3216065999586135,2.321720199950505,2461.274401384544,666,200,10000,10.0,2.0,12.0,75.01000000000022,18754,200,True,True,True,3b86002
swap,100,49,zipf_1.2,1.2,1100000,1100000,1000000,1100000,1000000,100000,3,0.0013515999889932573,0.0001414999715052545,1.9348143000388518,1.934955800010357,1431.6038885525693,1800,200,10000,10.0,2.0,12.0,75.01000000000022,18754,200,True,True,True,3b86002
swap,100,50,zipf_1.2,1.2,1100000,1100000,1000000,1100000,1000000,100000,3,0.0010982999810948968,0.00011860002996399999,2.151350400003139,2.151469000033103,1958.9083465960734,934,200,10000,10.0,2.0,12.0,75.01000000000022,18754,200,True,True,True,3b86002
swap,100,51,zipf_1.2,1.2,1100000,1100000,1000000,1100000,1000000,100000,3,0.0009598000324331224,0.00011959997937083244,1.9975207999814302,1.997640399960801,2081.3089523415847,730,200,10000,10.0,2.0,12.0,75.01000000000022,18754,200,True,True,True,3b86002
swap,100,52,zipf_1.2,1.2,1100000,1100000,1000000,1100000,1000000,100000,3,0.0009546999935992062,0.000132200017105788,2.0222814999870025,2.0224137000041083,2118.3761533082616,544,200,10000,10.0,2.0,12.0,75.01000000000022,18754,200,True,True,True,3b86002
swap,100,53,zipf_1.2,1.2,1100000,1100000,1000000,1100000,1000000,100000,3,0.0009147999808192253,0.00012580002658069134,2.0137376000056975,2.013863400032278,2201.4248384972802,622,200,10000,10.0,2.0,12.0,75.01000000000022,18754,200,True,True,True,3b86002
swap,100,54,zipf_1.2,1.2,1100000,1100000,1000000,1100000,1000000,100000,3,0.0011855000047944486,0.00013689999468624592,1.9370759000303224,1.9372128000250086,1634.0892384567285,1232,200,10000,10.0,2.0,12.0,75.01000000000022,18754,200,True,True,True,3b86002
swap,100,55,zipf_1.2,1.2,1100000,1100000,1000000,1100000,1000000,100000,3,0.001110499957576394,0.00014210003428161144,2.3721931999898516,2.372335300024133,2136.276803829535,938,200,10000,10.0,2.0,12.0,75.01000000000022,18754,200,True,True,True,3b86002
swap,100,56,zipf_1.2,1.2,1100000,1100000,1000000,1100000,1000000,100000,3,0.0019371999660506845,0.00012929999502375722,1.9986854000017047,1.9988146999967285,1031.8060783738586,3016,200,10000,10.0,2.0,12.0,75.01000000000022,18754,200,True,True,True,3b86002
swap,100,57,zipf_1.2,1.2,1100000,1100000,1000000,1100000,1000000,100000,3,0.002431900007650256,0.00012500002048909664,2.3794583000126295,2.3795833000331186,978.4873113809942,5106,200,10000,10.0,2.0,12.0,75.01000000000022,18754,200,True,True,True,3b86002
swap,100,58,zipf_1.2,1.2,1100000,1100000,1000000,1100000,1000000,100000,3,0.003396199957933277,0.00013530004071071744,1.9960814999649301,1.9962168000056408,587.7795255672809,7798,200,10000,10.0,2.0,12.0,75.01000000000022,18754,200,True,True,True,3b86002
swap,100,59,zipf_1.2,1.2,1100000,1100000,1000000,1100000,1000000,100000,3,0.000959400029387325,0.00011959997937083244,1.988095799984876,1.988215399964247,2072.3528653985195,834,200,10000,10.0,2.0,12.0,75.01000000000022,18754,200,True,True,True,3b86002
swap,100,60,zipf_1.2,1.2,1100000,1100000,1000000,1100000,1000000,100000,3,0.0012504999758675694,0.00012470001820474863,1.9921216000220738,1.9922463000402786,1593.159806866931,1462,200,10000,10.0,2.0,12.0,75.01000000000022,18754,200,True,True,True,3b86002
swap,100,61,zipf_1.2,1.2,1100000,1100000,1000000,1100000,1000000,100000,3,0.0011271000257693231,0.0001254999660886824,1.9544349000207148,1.9545603999868035,1734.1499026696251,1160,200,10000,10.0,2.0,12.0,75.01000000000022,18754,200,True,True,True,3b86002
swap,100,62,zipf_1.2,1.2,1100000,1100000,1000000,1100000,1000000,100000,3,0.001105200033634901,0.00012320000678300858,2.1009290000074543,2.1010522000142373,1901.0605646690674,1130,200,10000,10.0,2.0,12.0,75.01000000000022,18754,200,True,True,True,3b86002
swap,100,63,zipf_1.2,1.2,1100000,1100000,1000000,1100000,1000000,100000,3,0.0009068000363186002,0.00012649997370317578,2.008392699994147,2.00851919996785,2214.9527123112794,480,200,10000,10.0,2.0,12.0,75.01000000000022,18754,200,True,True,True,3b86002
swap,100,64,zipf_1.2,1.2,1100000,1100000,1000000,1100000,1000000,100000,3,0.0010860000038519502,0.00014999997802078724,2.4332928000367247,2.4334428000147454,2240.7392185852023,680,200,10000,10.0,2.0,12.0,75.01000000000022,18754,200,True,True,True,3b86002
swap,100,65,zipf_1.2,1.2,1100000,1100000,1000000,1100000,1000000,100000,3,0.0009188000112771988,0.00011849997099488974,2.0097264000214636,2.0098448999924585,2187.4672130212844,596,200,10000,10.0,2.0,12.0,75.01000000000022,18754,200,True,True,True,3b86002
swap,100,66,zipf_1.2,1.2,1100000,1100000,1000000,1100000,1000000,100000,3,0.0015021999715827405,0.00013449997641146183,2.0116075000260025,2.011742000002414,1339.1972028083667,1986,200,10000,10.0,2.0,12.0,75.01000000000022,18754,200,True,True,True,3b86002
swap,100,67,zipf_1.2,1.2,1100000,1100000,1000000,1100000,1000000,100000,3,0.0012882999726571143,0.0001309000072069466,2.012354200007394,2.012485100014601,1562.1246159493874,1398,200,10000,10.0,2.0,12.0,75.01000000000022,18754,200,True,True,True,3b86002
swap,100,68,zipf_1.2,1.2,1100000,1100000,1000000,1100000,1000000,100000,3,0.0013324000174179673,0.0003684000112116337,1.9649268999928609,1.9652953000040725,1475.00395850533,970,200,10000,10.0,2.0,12.0,75.01000000000022,18754,200,True,True,True,3b86002
swap,100,69,zipf_1.2,1.2,1100000,1100000,1000000,1100000,1000000,100000,3,0.0012871999642811716,0.00015710003208369017,2.005982899980154,2.0061400000122376,1558.5301862034726,998,200,10000,10.0,2.0,12.0,75.01000000000022,18754,200,True,True,True,3b86002
swap,100,70,zipf_1.2,1.2,1100000,1100000,1000000,1100000,1000000,100000,3,0.000984799989964813,0.00012280000373721123,1.962638999975752,1.9627617999794893,1993.056275365741,858,200,10000,10.0,2.0,12.0,75.01000000000022,18754,200,True,True,True,3b86002
swap,100,71,zipf_1.2,1.2,1100000,1100000,1000000,1100000,1000000,100000,3,0.0010303999879397452,0.00012959999730810523,2.2256229000049643,2.2257525000022724,2160.085914259956,984,200,10000,10.0,2.0,12.0,75.01000000000022,18754,200,True,True,True,3b86002
swap,100,72,zipf_1.2,1.2,1100000,1100000,1000000,1100000,1000000,100000,3,0.0009584000217728317,0.00012449995847418904,1.9217357999878004,1.9218602999462746,2005.2799001311068,728,200,10000,10.0,2.0,12.0,75.01000000000022,18754,200,True,True,True,3b86002
swap,100,73,zipf_1.2,1.2,1100000,1100000,1000000,1100000,1000000,100000,3,0.0032728000078350306,0.00013120000949129462,2.3877619999693707,2.387893199978862,729.6178178508568,6900,200,10000,10.0,2.0,12.0,75.01000000000022,18754,200,True,True,True,3b86002
swap,100,74,zipf_1.2,1.2,1100000,1100000,1000000,1100000,1000000,100000,3,0.001115199993364513,0.00016739999409765005,2.0643349000019953,2.064502299996093,1851.2395196197713,638,200,10000,10.0,2.0,12.0,75.01000000000022,18754,200,True,True,True,3b86002
swap,100,75,zipf_1.2,1.2,1100000,1100000,1000000,1100000,1000000,100000,3,0.0008575000101700425,0.00011790002463385463,2.0159198999754153,2.016037800000049,2351.0644619120976,610,200,10000,10.0,2.0,12.0,75.01000000000022,18754,200,True,True,True,3b86002
swap,100,76,zipf_1.2,1.2,1100000,1100000,1000000,1100000,1000000,100000,3,0.0019212000188417733,0.00011929997708648443,2.022612600005232,2.0227318999823183,1052.8481574769894,2928,200,10000,10.0,2.0,12.0,75.01000000000022,18754,200,True,True,True,3b86002
swap,100,77,zipf_1.2,1.2,1100000,1100000,1000000,1100000,1000000,100000,3,0.000929199974052608,0.00013000000035390258,2.0079244999797083,2.0080544999800622,2161.0574214957664,590,200,10000,10.0,2.0,12.0,75.01000000000022,18754,200,True,True,True,3b86002
swap,100,78,zipf_1.2,1.2,1100000,1100000,1000000,1100000,1000000,100000,3,0.0010028999531641603,0.00011990003986284137,2.0782737999688834,2.0783937000087462,2072.383883807544,556,200,10000,10.0,2.0,12.0,75.01000000000022,18754,200,True,True,True,3b86002
swap,100,79,zipf_1.2,1.2,1100000,1100000,1000000,1100000,1000000,100000,3,0.0011407000129111111,0.00012149999383836985,1.971499000035692,1.9716205000295304,1728.4303302477201,1324,200,10000,10.0,2.0,12.0,75.01000000000022,18754,200,True,True,True,3b86002
swap,100,80,zipf_1.2,1.2,1100000,1100000,1000000,1100000,1000000,100000,3,0.0009336000075563788,0.00012400001287460327,2.327067799982615,2.3271917999954894,2492.7075633672307,680,200,10000,10.0,2.0,12.0,75.01000000000022,18754,200,True,True,True,3b86002
swap,100,81,zipf_1.2,1.2,1100000,1100000,1000000,1100000,1000000,100000,3,0.001121699984651059,0.00012859998969361186,2.003689699980896,2.0038182999705896,1786.411988401642,1074,200,10000,10.0,2.0,12.0,75.01000000000022,18754,200,True,True,True,3b86002
swap,100,82,zipf_1.2,1.2,1100000,1100000,1000000,1100000,1000000,100000,3,0.001288499974180013,0.00014260003808885813,1.9911492999526672,1.991291899990756,1545.4341791958452,1464,200,10000,10.0,2.0,12.0,75.01000000000022,18754,200,True,True,True,3b86002
swap,100,83,zipf_1.2,1.2,1100000,1100000,1000000,1100000,1000000,100000,3,0.0011085000005550683,0.00013280002167448401,2.1610298000159673,2.161162600037642,1949.627964777145,1010,200,10000,10.0,2.0,12.0,75.01000000000022,18754,200,True,True,True,3b86002
swap,100,84,zipf_1.2,1.2,1100000,1100000,1000000,1100000,1000000,100000,3,0.00149500003317371,0.0008542999858036637,1.9824529999750666,1.9833072999608703,1326.6269270580156,552,200,10000,10.0,2.0,12.0,75.01000000000022,18754,200,True,True,True,3b86002
swap,100,85,zipf_1.2,1.2,1100000,1100000,1000000,1100000,1000000,100000,3,0.0015115999849513173,0.0007094999891705811,2.1642200000351295,2.1649295000243,1432.210585854183,910,200,10000,10.0,2.0,12.0,75.01000000000022,18754,200,True,True,True,3b86002
swap,100,86,zipf_1.2,1.2,1100000,1100000,1000000,1100000,1000000,100000,3,0.0014007000136189163,0.0006835999665781856,1.9624922000220977,1.9631757999886759,1401.5676311136172,656,200,10000,10.0,2.0,12.0,75.01000000000022,18754,200,True,True,True,3b86002
swap,100,87,zipf_1.2,1.2,1100000,1100000,1000000,1100000,1000000,100000,3,0.002382200036663562,0.000666900014039129,2.052389200020116,2.053056100034155,861.8319488020845,3644,200,10000,10.0,2.0,12.0,75.01000000000022,18754,200,True,True,True,3b86002
swap,100,88,zipf_1.2,1.2,1100000,1100000,1000000,1100000,1000000,100000,3,0.0012949000229127705,0.0006212000153027475,1.9823634999920614,1.9829847000073642,1531.3805428366618,570,200,10000,10.0,2.0,12.0,75.01000000000022,18754,200,True,True,True,3b86002
swap,100,89,zipf_1.2,1.2,1100000,1100000,1000000,1100000,1000000,100000,3,0.002053299976978451,0.0006123000057414174,2.3311083000153303,2.3317206000210717,1135.596662038799,2720,200,10000,10.0,2.0,12.0,75.01000000000022,18754,200,True,True,True,3b86002
swap,100,90,zipf_1.2,1.2,1100000,1100000,1000000,1100000,1000000,100000,3,0.001214299991261214,0.0005474999779835343,2.0631297000218183,2.063677199999802,1699.4788889493404,506,200,10000,10.0,2.0,12.0,75.01000000000022,18754,200,True,True,True,3b86002
swap,100,91,zipf_1.2,1.2,1100000,1100000,1000000,1100000,1000000,100000,3,0.0015462000155821443,0.0005381999653764069,1.9328917000093497,1.9334298999747261,1250.4397105744367,650,200,10000,10.0,2.0,12.0,75.01000000000022,18754,200,True,True,True,3b86002
swap,100,92,zipf_1.2,1.2,1100000,1100000,1000000,1100000,1000000,100000,3,0.001294699963182211,0.0005326000391505659,1.9443793999962509,1.9449120000354014,1502.2105934529036,756,200,10000,10.0,2.0,12.0,75.01000000000022,18754,200,True,True,True,3b86002
swap,100,93,zipf_1.2,1.2,1100000,1100000,1000000,1100000,1000000,100000,3,0.0012069999938830733,0.00046849995851516724,1.944510100001935,1.94497859996045,1611.4155839414757,676,200,10000,10.0,2.0,12.0,75.01000000000022,18754,200,True,True,True,3b86002
swap,100,94,zipf_1.2,1.2,1100000,1100000,1000000,1100000,1000000,100000,3,0.0011285000364296138,0.0004352999967522919,1.970013799960725,1.9704490999574773,1746.0780118285597,530,200,10000,10.0,2.0,12.0,75.01000000000022,18754,200,True,True,True,3b86002
swap,100,95,zipf_1.2,1.2,1100000,1100000,1000000,1100000,1000000,100000,3,0.0011728000245057046,0.00042749999556690454,1.89599749998888,1.896424999984447,1617.0062758855463,634,200,10000,10.0,2.0,12.0,75.01000000000022,18754,200,True,True,True,3b86002
swap,100,96,zipf_1.2,1.2,1100000,1100000,1000000,1100000,1000000,100000,3,0.00137929996708408,0.00041610002517700195,2.226047899981495,2.226464000006672,1614.1985450152267,1182,200,10000,10.0,2.0,12.0,75.01000000000022,18754,200,True,True,True,3b86002
swap,100,97,zipf_1.2,1.2,1100000,1100000,1000000,1100000,1000000,100000,3,0.0013696000096388161,0.00043459999142214656,2.0132177000050433,2.0136522999964654,1470.2484563558783,882,200,10000,10.0,2.0,12.0,75.01000000000022,18754,200,True,True,True,3b86002
swap,100,98,zipf_1.2,1.2,1100000,1100000,1000000,1100000,1000000,100000,3,0.0014375000027939677,0.0004265999887138605,1.9724558999878354,1.9728824999765493,1372.4399973161712,1210,200,10000,10.0,2.0,12.0,75.01000000000022,18754,200,True,True,True,3b86002
swap,100,99,zipf_1.2,1.2,1100000,1100000,1000000,1100000,1000000,100000,3,0.0016089000273495913,0.0003844000166282058,2.066378000017721,2.0667624000343494,1284.5809962717287,1110,200,10000,10.0,2.0,12.0,75.01000000000022,18754,200,True,True,True,3b86002
swap,1000,0,zipf_1.2,1.2,1100000,1100000,1000000,1100000,1000000,100000,3,0.022859999968204647,0.0014848000137135386,1.9522426999756135,1.953727499989327,85.46489513152727,42690,2000,10000,10.0,2.0,12.0,75.01000000000022,18754,2000,True,True,True,3b86002
swap,1000,1,zipf_1.2,1.2,1100000,1100000,1000000,1100000,1000000,100000,3,0.014982799999415874,0.001330800005234778,2.055324799963273,2.056655599968508,137.26777371710824,23850,2000,10000,10.0,2.0,12.0,75.01000000000022,18754,2000,True,True,True,3b86002
swap,1000,2,zipf_1.2,1.2,1100000,1100000,1000000,1100000,1000000,100000,3,0.010603300004731864,0.0012933999532833695,1.947184799995739,1.9484781999490224,183.76148926084218,13568,2000,10000,10.0,2.0,12.0,75.01000000000022,18754,2000,True,True,True,3b86002
swap,1000,3,zipf_1.2,1.2,1100000,1100000,1000000,1100000,1000000,100000,3,0.023757200047839433,0.0013591000461019576,2.2896950999856927,2.2910542000317946,96.43620441038259,50918,2000,10000,10.0,2.0,12.0,75.01000000000022,18754,2000,True,True,True,3b86002
swap,1000,4,zipf_1.2,1.2,1100000,1100000,1000000,1100000,1000000,100000,3,0.00926010002149269,0.0012589999823831022,2.001777999976184,2.0030369999585673,216.30835469482176,7414,2000,10000,10.0,2.0,12.0,75.01000000000022,18754,2000,True,True,True,3b86002
swap,1000,5,zipf_1.2,1.2,1100000,1100000,1000000,1100000,1000000,100000,3,0.008970200025942177,0.0013070999993942678,2.3045218999614008,2.305828999960795,257.0543570145867,7930,2000,10000,10.0,2.0,12.0,75.01000000000022,18754,2000,True,True,True,3b86002
swap,1000,6,zipf_1.2,1.2,1100000,1100000,1000000,1100000,1000000,100000,3,0.009771800017915666,0.0013931000139564276,1.9901495999656618,1.9915426999796182,203.8051020618836,9904,2000,10000,10.0,2.0,12.0,75.01000000000022,18754,2000,True,True,True,3b86002
swap,1000,7,zipf_1.2,1.2,1100000,1100000,1000000,1100000,1000000,100000,3,0.013664199970662594,0.0013125999830663204,2.2345067000132985,2.235819299996365,163.62606700697657,22424,2000,10000,10.0,2.0,12.0,75.01000000000022,18754,2000,True,True,True,3b86002
swap,1000,8,zipf_1.2,1.2,1100000,1100000,1000000,1100000,1000000,100000,3,0.012615099956747144,0.0013919000048190355,2.0768957000109367,2.0782876000157557,164.74602715329183,16948,2000,10000,10.0,2.0,12.0,75.01000000000022,18754,2000,True,True,True,3b86002
swap,1000,9,zipf_1.2,1.2,1100000,1100000,1000000,1100000,1000000,100000,3,0.018348600016906857,0.0014208999928086996,2.243533800006844,2.244954699999653,122.35019009249183,37866,2000,10000,10.0,2.0,12.0,75.01000000000022,18754,2000,True,True,True,3b86002
swap,1000,10,zipf_1.2,1.2,1100000,1100000,1000000,1100000,1000000,100000,3,0.010060700005851686,0.0012730999733321369,2.051727599988226,2.053000699961558,204.0614170750996,10648,2000,10000,10.0,2.0,12.0,75.01000000000022,18754,2000,True,True,True,3b86002
swap,1000,11,zipf_1.2,1.2,1100000,1100000,1000000,1100000,1000000,100000,3,0.010678899998310953,0.001363599963951856,2.294248400023207,2.295611999987159,214.96708465761907,11582,2000,10000,10.0,2.0,12.0,75.01000000000022,18754,2000,True,True,True,3b86002
swap,1000,12,zipf_1.2,1.2,1100000,1100000,1000000,1100000,1000000,100000,3,0.011487599986139685,0.0012949000229127705,2.0250439000083134,2.026338800031226,176.3935724151343,16424,2000,10000,10.0,2.0,12.0,75.01000000000022,18754,2000,True,True,True,3b86002
swap,1000,13,zipf_1.2,1.2,1100000,1100000,1000000,1100000,1000000,100000,3,0.017202600021846592,0.0013913000002503395,2.3410359999979846,2.342427299998235,136.1670501565722,30034,2000,10000,10.0,2.0,12.0,75.01000000000022,18754,2000,True,True,True,3b86002
swap,1000,14,zipf_1.2,1.2,1100000,1100000,1000000,1100000,1000000,100000,3,0.010183599952142686,0.001298899995163083,1.9477121999952942,1.9490110999904573,191.38724116714488,11666,2000,10000,10.0,2.0,12.0,75.01000000000022,18754,2000,True,True,True,3b86002
swap,1000,15,zipf_1.2,1.2,1100000,1100000,1000000,1100000,1000000,100000,3,0.010947200004011393,0.0013265000307001173,2.1977928999694996,2.1991194000001997,200.8841894908629,13132,2000,10000,10.0,2.0,12.0,75.01000000000022,18754,2000,True,True,True,3b86002
swap,1000,16,zipf_1.2,1.2,1100000,1100000,1000000,1100000,1000000,100000,3,0.010411499999463558,0.0013681999989785254,1.951328499999363,1.9526966999983415,187.55190895634175,12740,2000,10000,10.0,2.0,12.0,75.01000000000022,18754,2000,True,True,True,3b86002
swap,1000,17,zipf_1.2,1.2,1100000,1100000,1000000,1100000,1000000,100000,3,0.011124699958600104,0.0014298000023700297,2.248890599992592,2.250320399994962,202.28144654412188,11324,2000,10000,10.0,2.0,12.0,75.01000000000022,18754,2000,True,True,True,3b86002
swap,1000,18,zipf_1.2,1.2,1100000,1100000,1000000,1100000,1000000,100000,3,0.018354500003624707,0.0013353999820537865,1.9733562000328675,1.9746916000149213,107.58623768694068,33170,2000,10000,10.0,2.0,12.0,75.01000000000022,18754,2000,True,True,True,3b86002
swap,1000,19,zipf_1.2,1.2,1100000,1100000,1000000,1100000,1000000,100000,3,0.009512900025583804,0.00133790000109002,2.19635120005114,2.19768910005223,231.0219905750937,8426,2000,10000,10.0,2.0,12.0,75.01000000000022,18754,2000,True,True,True,3b86002
