experiment,param_name,param_value,algorithm,base_clean_size,n,r_size,r_prime_size,seed,rep,conflict_ratio,fd_count,requested_fd_count,actual_nontrivial_fd_count,candidate_key_width,block_distribution,zipf_alpha,deleted_count,active_block_count,mean_deleted_block_size,max_deleted_block_size,raw_fd_index_count,bcnf_index_count,compression_ratio,index_count,validation_time_sec,build_time_sec,check_time_sec,total_time_sec,python_peak_mb,rss_peak_mb,result,candidate_consistent,code_version
A_conflict_ratio,conflict_ratio,0.05,BCNF-Index,1000000,1050000,1050000,1000000,1,4,0.05,4,4,4,1,uniform,,50000,5000,10.0,10,4,1,0.75,1,0.33320029999595135,2.715336999972351,0.519157400005497,3.5677036000124644,133.77725982666016,726.93359375,True,True,68869e6
A_conflict_ratio,conflict_ratio,0.05,FD-Hash,1000000,1050000,1050000,1000000,2,0,0.05,4,4,4,1,uniform,,50000,5000,10.0,10,4,1,0.75,4,0.2893655999796465,19.96824079999351,0.841439799987711,21.099089600000298,597.1004333496094,775.55078125,True,True,68869e6
A_conflict_ratio,conflict_ratio,0.05,FD-Hash,1000000,1050000,1050000,1000000,2,1,0.05,4,4,4,1,uniform,,50000,5000,10.0,10,4,1,0.75,4,0.3042274999897927,21.44538150000153,0.8071972000179812,22.55685269998503,597.1003112792969,764.34765625,True,True,68869e6
A_conflict_ratio,conflict_ratio,0.05,FD-Hash,1000000,1050000,1050000,1000000,2,2,0.05,4,4,4,1,uniform,,50000,5000,10.0,10,4,1,0.75,4,0.30847459999495186,21.447275799990166,0.8662231000198517,22.622018499998376,597.1002502441406,783.60546875,True,True,68869e6
A_conflict_ratio,conflict_ratio,0.05,FD-Hash,1000000,1050000,1050000,1000000,2,3,0.05,4,4,4,1,uniform,,50000,5000,10.0,10,4,1,0.75,4,0.35880509999697097,21.637129600014305,0.8083866000233684,22.804362599999877,597.1003112792969,787.84375,True,True,68869e6
A_conflict_ratio,conflict_ratio,0.05,FD-Hash,1000000,1050000,1050000,1000000,2,4,0.05,4,4,4,1,uniform,,50000,5000,10.0,10,4,1,0.75,4,0.34770310000749305,23.596415800013347,1.2030745999945793,25.147240099991905,597.1002502441406,787.84375,True,True,68869e6
A_conflict_ratio,conflict_ratio,0.05,BCNF-Index,1000000,1050000,1050000,1000000,2,0,0.05,4,4,4,1,uniform,,50000,5000,10.0,10,4,1,0.75,1,0.4029680000094231,3.1658233999914955,0.9955046999966726,4.5643181999912485,133.77741241455078,775.7734375,True,True,68869e6
A_conflict_ratio,conflict_ratio,0.05,BCNF-Index,1000000,1050000,1050000,1000000,2,1,0.05,4,4,4,1,uniform,,50000,5000,10.0,10,4,1,0.75,1,0.35046190000139177,4.055650299997069,0.8077142999973148,5.213841700024204,133.77742767333984,773.9375,True,True,68869e6
A_conflict_ratio,conflict_ratio,0.05,BCNF-Index,1000000,1050000,1050000,1000000,2,2,0.05,4,4,4,1,uniform,,50000,5000,10.0,10,4,1,0.75,1,0.4542617999832146,2.855371899990132,0.5762099999992643,3.8858556000050157,133.77725982666016,773.9375,True,True,68869e6
A_conflict_ratio,conflict_ratio,0.05,BCNF-Index,1000000,1050000,1050000,1000000,2,3,0.05,4,4,4,1,uniform,,50000,5000,10.0,10,4,1,0.75,1,0.326939599995967,2.6826216999907047,0.515955099981511,3.525525600009132,133.77725982666016,773.9375,True,True,68869e6
